TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
-0.9732891869082659,0.5393218841297281,1.2110166461884277,-1.2210652046608153,1.4265675992166453,-1.3344076515113203,-0.5481167958251766,-0.20433291408362084,0.0063550956903772205,0
0.2672714847894016,0.5393218841297281,-0.5014566105512067,-1.2210652046608153,1.3145110776255458,-1.3344076515113203,0.30032680458015965,-0.20433291408362084,2.220339354701739,4
-0.5889431773418478,0.5393218841297281,0.150914153921035,1.2545782824337104,-1.4308737013563904,1.310537693521216,-0.9016349626607334,-0.20433291408362084,-1.0152470456651772,1
-0.3895422752307855,0.5393218841297281,0.9663776095113372,1.2545782824337104,-1.0386758757875423,1.310537693521216,-1.3399974895368238,-0.20433291408362084,0.8914802284882567,1
-0.7058912412152659,0.5393218841297281,0.5586458817161861,-1.2210652046608153,-1.48690196215194,1.310537693521216,0.73868933145625,-0.20433291408362084,-1.102475470095006,1
-0.9973022486467737,-1.8541802760584072,1.4556556828655185,-1.2210652046608153,-0.4223650070364954,-1.3344076515113203,0.27204535123331514,-0.20433291408362084,2.1071142122387387,3
-0.4343483875759615,-1.8541802760584072,-0.41991026499217654,0.016756538886447604,1.2584828168299962,0.42888924517703725,2.4214358055935006,-0.20433291408362084,-0.5866481453544774,3
-0.6576595851128134,-1.8541802760584072,-0.8276419927873276,0.016756538886447604,0.3620306441012006,-0.4527592031671416,-0.47741316245806525,-0.20433291408362084,1.0261828131715114,3
1.7735515857390036,0.5393218841297281,0.39555319059812566,-1.2210652046608153,0.5861436872833995,-1.3344076515113203,0.0033715444382919554,-0.20433291408362084,-1.0409723510999525,0
-0.9606489304439156,-1.8541802760584072,-1.7246517939366601,1.2545782824337104,0.41805890489675035,-0.4527592031671416,-0.8592127826404666,-0.20433291408362084,0.6432298788193803,3
-0.37063327369061944,0.5393218841297281,0.06936780836200476,1.2545782824337104,-1.3188171797652908,1.310537693521216,0.7528300581296723,-0.20433291408362084,-0.9111731166613077,1
0.6724448004000604,-1.8541802760584072,0.150914153921035,0.016756538886447604,-1.1507323973786416,1.310537693521216,-0.12389499562250848,-0.20433291408362084,-0.8878188307181818,1
1.6563979892401488,0.5393218841297281,0.06936780836200476,-1.2210652046608153,-1.0386758757875423,1.310537693521216,0.04579372445855877,-0.20433291408362084,-1.2540542853068366,1
-0.44952354642069614,0.5393218841297281,-0.012178537197025453,1.2545782824337104,-1.48690196215194,1.310537693521216,0.20134171786620375,-0.20433291408362084,-1.2258273750736364,1
0.5728642433760339,0.5393218841297281,-0.9091883383463578,-1.2210652046608153,-0.4783932678320451,-0.4527592031671416,0.1306380844990924,-0.20433291408362084,-0.4152741339332063,0
0.8823621218459613,-1.8541802760584072,-1.5615591028185996,0.016756538886447604,-1.4308737013563904,1.310537693521216,0.5407191580283383,-0.20433291408362084,-1.0129656435409227,1
0.6669981858259909,0.5393218841297281,-1.0722810294644183,1.2545782824337104,-0.31030848544539597,-0.4527592031671416,1.6154143852084308,-0.20433291408362084,0.00578154453904955,0
-0.9575659410623668,-1.8541802760584072,-1.7246517939366601,0.016756538886447604,0.8102567304655983,0.42888924517703725,-0.19459862898961985,-0.20433291408362084,0.7325527891500397,3
-0.7766972306781701,-1.8541802760584072,-1.0722810294644183,1.2545782824337104,-1.48690196215194,1.310537693521216,0.6962671514359833,-0.20433291408362084,0.3792606429094281,1
-0.8183518427666518,0.5393218841297281,-0.09372488275605567,0.016756538886447604,1.482595860012195,0.42888924517703725,-1.1561680427823342,-0.20433291408362084,0.16988886771269524,0
-0.7277462103866897,0.5393218841297281,-0.1752712283150859,0.016756538886447604,-0.3663367462409457,-1.3344076515113203,-0.37842807574410936,-0.20433291408362084,1.0392541463301188,4
-0.8427417143184602,0.5393218841297281,-1.6431054483776297,1.2545782824337104,-0.31030848544539597,-0.4527592031671416,0.0033715444382919554,-0.20433291408362084,0.9954030882156606,4
